CID,CYCLE,INDVIS,ORG_NAME,PACS,TOTAL,SOURCE
N00000781,2020,36000,Neurological Surgery Pc,0,36000
N00000781,2020,25900,Rock Holdings,5000,30900
N00000781,2020,17750,National Assn of Broadcasters,10000,27750
N00000781,2020,16250,DISH Network,10000,26250
N00000781,2020,16200,MacAndrews & Forbes,10000,26200
N00000781,2020,25900,Thorn Run Partners,0,25900
N00000781,2020,24600,Airbnb Inc,0,24600
N00000781,2020,0,Blue Cross/Blue Shield,22500,22500
N00000781,2020,22480,Wakefern Food,0,22480
N00000781,2020,16500,Gilead Sciences,5000,21500
N00000939,2022,46858,J Street,1500,48358
N00000939,2022,32200,Proskauer Rose,0,32200
N00000939,2022,29550,"Fragomen, Del Rey et al",0,29550
N00000939,2022,20800,Kreindler & Kreindler,0,20800
N00000939,2022,9250,Comcast Corp,10000,19250
N00000939,2022,14500,Estee Lauder Companies,0,14500
N00000939,2022,13600,Hugo Neu Corp,0,13600
N00000939,2022,13600,Standard Motor Products,0,13600
N00000939,2022,11600,Allen & Co,0,11600
N00000939,2022,11600,"Kramer, Levin et al",0,11600
N00000939,2022,10000,Service Employees International Union,10000,20000
N00000939,2022,6653,Walt Disney Co,12000,18653
N00000939,2022,16350,Proskauer Rose,0,16350
N00000939,2022,25,International Brotherhood of Electrical Workers,15000,15025
N00000939,2022,13315,"Paul, Weiss et al",0,13315
N00000939,2022,3000,National Assn of Broadcasters,10000,13000
N00000939,2022,12787,Columbia University,0,12787
N00000939,2022,11622,"City of New York, NY",0,11622
N00000939,2022,5600,DISH Network,6000,11600
N00000939,2022,1591,AT&T Inc,10000,11591
N00000939,2020,46858,J Street,1500,48358
N00000939,2020,32200,Proskauer Rose,0,32200
N00000939,2020,29550,"Fragomen, Del Rey et al",0,29550
N00000939,2020,20800,Kreindler & Kreindler,0,20800
N00000939,2020,9250,Comcast Corp,10000,19250
N00000939,2020,14500,Estee Lauder Companies,0,14500
N00000939,2020,13600,Hugo Neu Corp,0,13600
N00000939,2020,13600,Standard Motor Products,0,13600
N00000939,2020,11600,Allen & Co,0,11600
N00000939,2020,11600,"Kramer, Levin et al",0,11600
N00000939,2020,10000,Service Employees International Union,10000,20000
N00000939,2020,6653,Walt Disney Co,12000,18653
N00000939,2020,16350,Proskauer Rose,0,16350
N00000939,2020,25,International Brotherhood of Electrical Workers,15000,15025
N00000939,2020,13315,"Paul, Weiss et al",0,13315
N00000939,2020,3000,National Assn of Broadcasters,10000,13000
N00000939,2020,12787,Columbia University,0,12787
N00000939,2020,11622,"City of New York, NY",0,11622
N00000939,2020,5600,DISH Network,6000,11600
N00000939,2020,1591,AT&T Inc,10000,11591
N00001003,2020,224438,Pro-israel America PAC,4000,228438
N00001003,2020,38825,NorPAC,0,38825
N00001003,2020,12700,Greater New York Hospital Assn,0,12700
N00001003,2020,11200,Century 21 Department Stores,0,11200
N00001003,2020,0,Committee for Hispanic Causes-BOLD PAC,9000,9000
N00001003,2020,1100,Comcast Corp,7500,8600
N00001003,2020,8600,Goldman Sachs,0,8600
N00001003,2020,8400,Monroe College,0,8400
N00001003,2020,2935,"Stroock, Stroock & Lavan",5000,7935
N00001003,2020,7500,Evercore,0,7500
N00001093,2022,321550,Democracy Engine,0,321550
N00001093,2022,295600,NextEra Energy,5000,300600
N00001093,2022,274200,Blackstone Group,0,274200
N00001093,2022,223800,"Paul, Weiss et al",0,223800
N00001093,2022,173900,Alphabet Inc,5000,178900
N00001093,2022,153700,KKR & Co,10000,163700
N00001093,2022,160350,BGC Partners,0,160350
N00001093,2022,139450,UnitedHealth Group,7500,146950
N00001093,2022,145650,Corning Inc,0,145650
N00001093,2022,144719,Kirkland & Ellis,0,144719
N00001093,2022,65783,New York Life Insurance,5000,70783
N00001093,2022,38231,MetLife Inc,0,38231
N00001093,2022,17250,National Assn of Broadcasters,7500,24750
N00001093,2022,18105,"Akin, Gump et al",6600,24705
N00001093,2022,23150,Horizon Media,0,23150
N00001093,2022,21200,"Welsh, Carson et al",0,21200
N00001093,2022,16100,Subject Matter,0,16100
N00001093,2022,9500,Crowell & Moring,5000,14500
N00001093,2022,3738,CVS Health,10000,13738
N00001093,2022,4750,"Brownstein, Hyatt et al",8000,12750
N00001093,2020,321550,Democracy Engine,0,321550
N00001093,2020,295600,NextEra Energy,5000,300600
N00001093,2020,274200,Blackstone Group,0,274200
N00001093,2020,223800,"Paul, Weiss et al",0,223800
N00001093,2020,173900,Alphabet Inc,5000,178900
N00001093,2020,153700,KKR & Co,10000,163700
N00001093,2020,160350,BGC Partners,0,160350
N00001093,2020,139450,UnitedHealth Group,7500,146950
N00001093,2020,145650,Corning Inc,0,145650
N00001093,2020,144719,Kirkland & Ellis,0,144719
N00001093,2020,65783,New York Life Insurance,5000,70783
